City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Kaka,TM,37.3482,59.6143,78.62,19,0,6.67,clear sky
700,Sibsagar,IN,26.9833,94.6333,75.47,97,99,4.29,light rain
701,Huilong,CN,31.8111,121.655,76.93,73,92,11.48,overcast clouds
702,Milledgeville,US,33.0801,-83.2321,89.49,66,0,0.0,clear sky
703,Paraiso,CR,9.8383,-83.8656,71.89,100,99,0.18,overcast clouds
704,Aranda De Duero,ES,41.6704,-3.6892,65.53,40,37,2.62,scattered clouds
705,Polewali,ID,-3.4324,119.3435,75.7,89,11,2.95,few clouds
706,Lerwick,GB,60.1545,-1.1494,53.6,72,93,0.92,overcast clouds
707,Berat,AL,40.7058,19.9522,72.59,67,1,2.62,clear sky
708,Netarhat,IN,23.4833,84.2667,69.49,89,100,3.91,heavy intensity rain
709,Bud,US,39.447,-86.1758,79.68,57,0,5.82,clear sky
710,Karlskoga,SE,59.3267,14.5239,52.92,70,66,3.44,broken clouds
711,Mabaruma,GY,8.2,-59.7833,74.26,95,40,2.98,scattered clouds
712,Sibu,MY,2.3,111.8167,73.71,94,40,4.61,fog
713,Cananea,MX,30.95,-110.3,76.05,47,36,17.29,scattered clouds
714,Nara,JP,34.6851,135.8049,79.92,83,100,1.07,moderate rain
715,Cairns,AU,-16.9167,145.7667,77.07,89,75,12.66,broken clouds
716,San Jeronimo,PE,-11.9472,-75.2829,55.11,63,71,5.28,broken clouds
